00:00:01.042|Info    |PLTAGDIA|192.168.70.250      |Tag diagnostic process start on tag 201306
00:03:04.192|Info    |PLMASTER|192.168.70.250      |Enable connection (Sender = P2LightTagDiagnostic, Exclusive = False, Interruptible = True, AwakeMode = False): Result = True
00:03:04.192|Info    |PLMASTER|192.168.70.250      |CMD: bp201325
00:03:04.614|Info    |PLMASTER|192.168.70.250      |RSP: 000339
00:03:04.802|Info    |PLMASTER|192.168.70.250      |CMD: rs201325
00:03:05.208|Info    |PLMASTER|192.168.70.250      |RSP: 0000D3 DEB1
00:03:05.208|Info    |PLMASTER|192.168.70.250      |Disable connection (Sender = P2LightTagDiagnostic): Result = True
00:03:05.224|Info    |PLTAGDIA|192.168.70.250      |Tag diagnostic process completed on tag 201325: Ok (Voltage = 3.39, Rssi = -91)
00:03:17.366|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:03:17.382|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:03:27.383|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:03:27.398|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:03:37.416|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:03:37.431|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:03:46.768|Warning |PLWKAREA|172@R               |Job #37 timeout
00:03:47.456|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:03:47.471|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:03:57.479|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:03:57.494|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:04:05.230|Info    |PLTAGDIA|192.168.70.250      |Tag diagnostic process start on tag 201336
00:04:05.230|Info    |PLMASTER|192.168.70.250      |Enable connection (Sender = P2LightTagDiagnostic, Exclusive = False, Interruptible = True, AwakeMode = False): Result = True
00:04:05.230|Info    |PLMASTER|192.168.70.250      |CMD: bp201336
00:04:05.653|Info    |PLMASTER|192.168.70.250      |RSP: 000339
00:04:05.840|Info    |PLMASTER|192.168.70.250      |CMD: rs201336
00:04:06.246|Info    |PLMASTER|192.168.70.250      |RSP: 0000D3 FFAF
00:04:06.246|Info    |PLMASTER|192.168.70.250      |Disable connection (Sender = P2LightTagDiagnostic): Result = True
00:04:06.293|Info    |PLTAGDIA|192.168.70.250      |Tag diagnostic process completed on tag 201336: Ok (Voltage = 3.39, Rssi = -74)
00:04:17.498|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:04:17.514|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:04:27.517|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:04:27.548|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:04:32.316|Info    |PLWKAREA|172                 |Restart job #37 (kit #00000710 @1R)
00:04:32.331|Info    |PLWKAREA|172@R               |Job #37 restart
00:04:35.597|Info    |PLWKAREA|172@R               |Job #37 completed successfully in 0.00:03:19.255
00:04:35.597|Info    |PLWKAREA|172@R               |Job #38 begin
00:04:37.269|Info    |PLWKAREA|172@R               |Job #38 completed successfully in 0.00:00:01.672
00:04:37.269|Info    |PLWKAREA|172@R               |Job #39 begin
00:04:37.551|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:04:37.566|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:04:39.832|Info    |PLWKAREA|172@R               |Job #39 completed successfully in 0.00:00:02.562
00:04:39.832|Info    |PLWKAREA|172@R               |Job #40 begin
00:04:45.727|Info    |PLWKAREA|172@R               |Job #40 completed successfully in 0.00:00:05.895
00:04:45.727|Info    |PLWKAREA|172@R               |Job #41 begin
00:04:47.572|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:04:47.587|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:04:48.510|Warning |PLWKAREA|172@G               |Job #33 timeout
00:04:57.604|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:04:57.635|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:05:01.855|Info    |PLWKAREA|172@R               |Job #41 completed successfully in 0.00:00:16.127
00:05:01.855|Info    |PLWKAREA|172@R               |Job #42 begin
00:05:05.372|Info    |PLWKAREA|172@R               |Job #42 completed successfully in 0.00:00:03.516
00:05:05.372|Info    |PLWKAREA|172@R               |Job #43 begin
00:05:06.419|Info    |PLTAGDIA|192.168.70.250      |Tag diagnostic process start on tag 201350
00:05:06.419|Info    |PLMASTER|192.168.70.250      |Enable connection (Sender = P2LightTagDiagnostic, Exclusive = False, Interruptible = True, AwakeMode = False): Result = True
00:05:06.419|Info    |PLMASTER|192.168.70.250      |CMD: bp201350
00:05:06.841|Info    |PLMASTER|192.168.70.250      |RSP: 000338
00:05:07.029|Info    |PLMASTER|192.168.70.250      |CMD: rs201350
00:05:07.576|Info    |PLMASTER|192.168.70.250      |RSP: 80
00:05:08.186|Info    |PLMASTER|192.168.70.250      |CMD: rs201350
00:05:08.733|Info    |PLMASTER|192.168.70.250      |RSP: 80
00:05:09.670|Info    |PLWKAREA|172@R               |Job #43 completed successfully in 0.00:00:04.298
00:05:09.670|Info    |PLWKAREA|172@R               |Job #44 begin
00:05:10.748|Info    |PLMASTER|192.168.70.250      |CMD: rs201350
00:05:11.295|Info    |PLMASTER|192.168.70.250      |RSP: 80
00:05:13.311|Info    |PLMASTER|192.168.70.250      |CMD: rs201350
00:05:13.858|Info    |PLMASTER|192.168.70.250      |RSP: 80
00:05:13.858|Info    |PLMASTER|192.168.70.250      |Disable connection (Sender = P2LightTagDiagnostic): Result = True
00:05:13.858|Info    |PLTAGDIA|192.168.70.250      |Tag diagnostic process completed on tag 201350: Ok (Voltage = 3.38, Rssi = n/a)
00:05:14.670|Info    |PLWKAREA|172@R               |Job #44 completed successfully in 0.00:00:05.000
00:05:14.670|Info    |PLWKAREA|172@R               |Job #45 begin
00:05:27.649|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:05:27.665|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:05:33.276|Info    |PLWKAREA|172@R               |Job #45 completed successfully in 0.00:00:18.605
00:05:33.276|Info    |PLWKAREA|172@R               |Job #46 begin
00:05:37.683|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:05:37.698|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:05:47.702|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:05:47.733|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:05:54.471|Info    |PLWKAREA|172@R               |Job #46 completed successfully in 0.00:00:21.194
00:05:54.471|Info    |PLWKAREA|172@R               |Job #47 begin
00:05:57.752|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:05:57.784|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:06:07.785|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:06:07.816|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:06:13.864|Info    |PLTAGDIA|192.168.70.250      |Tag diagnostic process start on tag 201356
00:06:13.864|Info    |PLMASTER|192.168.70.250      |Enable connection (Sender = P2LightTagDiagnostic, Exclusive = False, Interruptible = True, AwakeMode = False): Result = True
00:06:13.864|Info    |PLMASTER|192.168.70.250      |CMD: bp201356
00:06:14.286|Info    |PLMASTER|192.168.70.250      |RSP: 000342
00:06:14.536|Info    |PLMASTER|192.168.70.250      |CMD: rs201356
00:06:14.942|Info    |PLMASTER|192.168.70.250      |RSP: 0000D3 05AE
00:06:14.942|Info    |PLMASTER|192.168.70.250      |Disable connection (Sender = P2LightTagDiagnostic): Result = True
00:06:14.958|Info    |PLTAGDIA|192.168.70.250      |Tag diagnostic process completed on tag 201356: Ok (Voltage = 3.42, Rssi = -72)
00:06:24.429|Info    |PLWKAREA|172@R               |Job #47 completed successfully in 0.00:00:29.958
00:06:24.429|Info    |PLWKAREA|172@R               |Job #48 begin
00:06:27.337|Info    |PLWKAREA|172@R               |Job #48 completed successfully in 0.00:00:02.907
00:06:27.337|Info    |PLWKAREA|172@R               |Job #49 begin
00:06:27.821|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:06:27.837|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:06:37.201|Info    |PLWKAREA|172@R               |Job #49 completed successfully in 0.00:00:09.864
00:06:37.201|Info    |PLWKAREA|172@R               |Job #50 begin
00:06:37.842|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:06:37.858|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:06:43.813|Info    |PLWKAREA|172@R               |Job #50 completed successfully in 0.00:00:06.611
00:06:43.813|Info    |PLWKAREA|172@R               |Job #51 begin
00:06:46.954|Info    |PLWKAREA|172@R               |Job #51 completed successfully in 0.00:00:03.141
00:06:46.954|Info    |PLWKAREA|172@R               |Job #52 begin
00:06:47.860|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:06:47.892|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:06:49.439|Info    |PLWKAREA|172@R               |Job #52 completed successfully in 0.00:00:02.484
00:06:49.439|Info    |PLWKAREA|172@R               |Job #53 begin
00:06:57.909|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:06:57.940|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:07:07.942|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:07:07.973|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:07:14.974|Info    |PLTAGDIA|192.168.70.250      |Tag diagnostic process start on tag 201367
00:07:14.974|Info    |PLMASTER|192.168.70.250      |Enable connection (Sender = P2LightTagDiagnostic, Exclusive = False, Interruptible = True, AwakeMode = False): Result = True
00:07:14.974|Info    |PLMASTER|192.168.70.250      |CMD: bp201367
00:07:15.396|Info    |PLMASTER|192.168.70.250      |RSP: 000342
00:07:15.585|Info    |PLMASTER|192.168.70.250      |CMD: rs201367
00:07:15.991|Info    |PLMASTER|192.168.70.250      |RSP: 0000D3 EDAD
00:07:15.991|Info    |PLMASTER|192.168.70.250      |Disable connection (Sender = P2LightTagDiagnostic): Result = True
00:07:15.991|Info    |PLTAGDIA|192.168.70.250      |Tag diagnostic process completed on tag 201367: Ok (Voltage = 3.42, Rssi = -83)
00:07:26.258|Info    |PLWKAREA|172@R               |Job #53 completed successfully in 0.00:00:36.819
00:07:26.274|Info    |PLWKAREA|172@R               |Job #54 begin
00:07:27.977|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:07:27.993|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:07:30.775|Info    |PLWKAREA|172@R               |Job #54 completed successfully in 0.00:00:04.501
00:07:30.775|Info    |PLWKAREA|172@R               |Job #55 begin
00:07:37.996|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:07:38.027|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:07:38.698|Info    |PLWKAREA|172@R               |Job #55 completed successfully in 0.00:00:07.922
00:07:38.698|Info    |PLWKAREA|172@R               |Job #56 begin
00:07:41.386|Info    |PLWKAREA|172@R               |Job #56 completed successfully in 0.00:00:02.687
00:07:41.386|Info    |PLWKAREA|172@R               |Job #57 begin
00:07:48.043|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:07:48.074|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:07:48.949|Info    |PLWKAREA|172@R               |Job #57 completed successfully in 0.00:00:07.563
00:07:48.965|Info    |PLWKAREA|172@R               |Job #58 begin
00:07:52.231|Info    |PLWKAREA|172@R               |Job #58 completed successfully in 0.00:00:03.265
00:07:52.231|Info    |PLWKAREA|172@R               |Job #59 begin
00:07:58.075|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:07:58.091|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:08:05.781|Info    |PLWKAREA|172@R               |Job #59 completed successfully in 0.00:00:13.550
00:08:05.781|Info    |PLWKAREA|172@R               |Job #60 begin
00:08:07.547|Info    |PLWKAREA|172@R               |Job #60 completed successfully in 0.00:00:01.765
00:08:07.547|Info    |PLWKAREA|172@R               |Job #61 begin
00:08:08.094|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:08:08.125|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:08:12.734|Info    |PLWKAREA|172@R               |Job #61 completed successfully in 0.00:00:05.187
00:08:12.734|Info    |PLWKAREA|172@R               |Job #62 begin
00:08:16.016|Info    |PLTAGDIA|192.168.70.250      |Tag diagnostic process start on tag 201374
00:08:16.016|Info    |PLMASTER|192.168.70.250      |Enable connection (Sender = P2LightTagDiagnostic, Exclusive = False, Interruptible = True, AwakeMode = False): Result = True
00:08:16.016|Info    |PLMASTER|192.168.70.250      |CMD: bp201374
00:08:16.438|Info    |PLMASTER|192.168.70.250      |RSP: 000326
00:08:16.548|Info    |PLWKAREA|172@R               |Job #62 completed successfully in 0.00:00:03.813
00:08:16.548|Info    |PLWKAREA|172@R               |Job #63 begin
00:08:16.626|Info    |PLMASTER|192.168.70.250      |CMD: rs201374
00:08:17.173|Info    |PLMASTER|192.168.70.250      |RSP: 80
00:08:17.783|Info    |PLMASTER|192.168.70.250      |CMD: rs201374
00:08:18.189|Info    |PLMASTER|192.168.70.250      |RSP: 000090 EBAD
00:08:18.189|Info    |PLMASTER|192.168.70.250      |Disable connection (Sender = P2LightTagDiagnostic): Result = True
00:08:18.205|Info    |PLTAGDIA|192.168.70.250      |Tag diagnostic process completed on tag 201374: Ok (Voltage = 3.26, Rssi = -84)
00:08:22.658|Info    |PLWKAREA|172@R               |Job #63 completed successfully in 0.00:00:06.110
00:08:22.658|Info    |PLWKAREA|172@R               |Job #64 begin
00:08:24.315|Info    |PLWKAREA|172@R               |Job #64 completed successfully in 0.00:00:01.656
00:08:24.315|Info    |PLWKAREA|172@R               |Job #65 begin
00:08:28.191|Info    |PLMASTER|192.168.70.250      |CMD: ka
00:08:28.222|Info    |PLMASTER|192.168.70.250      |RSP: 40
00:08:35.786|Info    |PLWKAREA|172@R               |Job #65 completed successfully in 0.00:00:11.471
00:08:35.786|Info    |PLWKAREA|172@R               |Kit #00000710 "4010133" completed successfully in 0.00:19:50.568
00:08:35.786|Info    |PLWKAREA|172@R               |Kit outcome ProcessingTime = "0.00:19:50.568", StartTimestamp = "2026-04-29 21:48:45.217 UTC", EndTimestamp = "2026-04-29 22:08:35.786 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #0: ProcessingTime = "0.00:00:41.373", MissingPart = "False", QtyDone = "4", StartTimestamp = "2026-04-29 21:48:45.342 UTC", EndTimestamp = "2026-04-29 21:49:26.715 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #1: ProcessingTime = "0.00:00:05.142", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:49:26.715 UTC", EndTimestamp = "2026-04-29 21:49:31.858 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #2: ProcessingTime = "0.00:00:13.862", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:49:31.858 UTC", EndTimestamp = "2026-04-29 21:49:45.72 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #3: ProcessingTime = "0.00:00:07.204", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:49:45.72 UTC", EndTimestamp = "2026-04-29 21:49:52.924 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #4: ProcessingTime = "0.00:00:03.312", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:49:52.924 UTC", EndTimestamp = "2026-04-29 21:49:56.237 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #5: ProcessingTime = "0.00:00:05.829", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:49:56.253 UTC", EndTimestamp = "2026-04-29 21:50:02.083 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #6: ProcessingTime = "0.00:00:02.905", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:50:02.083 UTC", EndTimestamp = "2026-04-29 21:50:04.989 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #7: ProcessingTime = "0.00:00:08.204", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:50:04.989 UTC", EndTimestamp = "2026-04-29 21:50:13.193 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #8: ProcessingTime = "0.00:00:29.007", MissingPart = "False", QtyDone = "4", StartTimestamp = "2026-04-29 21:50:13.193 UTC", EndTimestamp = "2026-04-29 21:50:42.2 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #9: ProcessingTime = "0.00:00:09.862", MissingPart = "False", QtyDone = "2", StartTimestamp = "2026-04-29 21:50:42.2 UTC", EndTimestamp = "2026-04-29 21:50:52.063 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #10: ProcessingTime = "0.00:00:02.235", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:50:52.063 UTC", EndTimestamp = "2026-04-29 21:50:54.298 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #11: ProcessingTime = "0.00:00:05.375", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:50:54.298 UTC", EndTimestamp = "2026-04-29 21:50:59.674 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #12: ProcessingTime = "0.00:00:04.360", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:50:59.674 UTC", EndTimestamp = "2026-04-29 21:51:04.034 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #13: ProcessingTime = "0.00:00:07.425", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:51:04.05 UTC", EndTimestamp = "2026-04-29 21:51:11.475 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #14: ProcessingTime = "0.00:00:10.033", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:51:11.475 UTC", EndTimestamp = "2026-04-29 21:51:21.509 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #15: ProcessingTime = "0.00:02:20.994", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:51:21.509 UTC", EndTimestamp = "2026-04-29 21:53:42.503 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #16: ProcessingTime = "0.00:00:04.298", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:53:42.503 UTC", EndTimestamp = "2026-04-29 21:53:46.801 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #17: ProcessingTime = "0.00:00:08.393", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:53:47.256 UTC", EndTimestamp = "2026-04-29 21:53:55.649 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #18: ProcessingTime = "0.00:00:40.500", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:53:55.649 UTC", EndTimestamp = "2026-04-29 21:54:36.15 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #19: ProcessingTime = "0.00:00:04.109", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:54:36.15 UTC", EndTimestamp = "2026-04-29 21:54:40.259 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #20: ProcessingTime = "0.00:00:05.891", MissingPart = "False", QtyDone = "4", StartTimestamp = "2026-04-29 21:54:40.259 UTC", EndTimestamp = "2026-04-29 21:54:46.151 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #21: ProcessingTime = "0.00:00:12.173", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:54:46.167 UTC", EndTimestamp = "2026-04-29 21:54:58.341 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #22: ProcessingTime = "0.00:00:04.237", MissingPart = "False", QtyDone = "2", StartTimestamp = "2026-04-29 21:54:58.341 UTC", EndTimestamp = "2026-04-29 21:55:02.578 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #23: ProcessingTime = "0.00:00:09.110", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:55:02.578 UTC", EndTimestamp = "2026-04-29 21:55:11.688 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #24: ProcessingTime = "0.00:00:23.396", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:55:11.688 UTC", EndTimestamp = "2026-04-29 21:55:35.085 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #25: ProcessingTime = "0.00:00:43.528", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:55:35.085 UTC", EndTimestamp = "2026-04-29 21:56:18.613 UTC"
