00:00:06.732|Info    |PLMASTER|192.168.70.253      |CMD: ka
00:03:55.260|Info    |PLTAGDIA|192.168.70.253      |Tag diagnostic process start on tag 200948
00:03:55.260|Info    |PLMASTER|192.168.70.253      |Enable connection (Sender = P2LightTagDiagnostic, Exclusive = False, Interruptible = True, AwakeMode = False): Result = True
00:03:55.260|Info    |PLMASTER|192.168.70.253      |CMD: bp200948
00:03:55.682|Info    |PLMASTER|192.168.70.253      |RSP: 000344
00:03:55.869|Info    |PLMASTER|192.168.70.253      |CMD: rs200948
00:03:56.276|Info    |PLMASTER|192.168.70.253      |RSP: 0000D3 08AD
00:03:56.276|Info    |PLMASTER|192.168.70.253      |Disable connection (Sender = P2LightTagDiagnostic): Result = True
00:03:56.291|Info    |PLTAGDIA|192.168.70.253      |Tag diagnostic process completed on tag 200948: Ok (Voltage = 3.44, Rssi = -70)
00:04:07.200|Info    |PLMASTER|192.168.70.253      |CMD: ka
00:04:07.231|Info    |PLMASTER|192.168.70.253      |RSP: 40
00:04:17.233|Info    |PLMASTER|192.168.70.253      |CMD: ka
00:04:17.264|Info    |PLMASTER|192.168.70.253      |RSP: 40
00:04:27.267|Info    |PLMASTER|192.168.70.253      |CMD: ka
00:04:27.298|Info    |PLMASTER|192.168.70.253      |RSP: 40
00:04:32.316|Info    |PLWKAREA|172                 |Restart job #37 (kit #00000710 @1R)
00:04:32.331|Info    |PLWKAREA|172@R               |Job #37 restart
00:04:32.347|Info    |PLMASTER|192.168.70.253      |CMD: lr2012090101
00:04:32.753|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:04:35.597|Info    |PLMASTER|192.168.70.253      |EVT: #201209 810101
00:04:35.597|Info    |PLWKAREA|172@R               |Job #37 completed successfully in 0.00:03:19.255
00:04:35.597|Info    |PLWKAREA|172@R               |Job #38 begin
00:04:35.629|Info    |PLMASTER|192.168.70.253      |CMD: lr2012240101
00:04:36.035|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:04:37.254|Info    |PLMASTER|192.168.70.253      |EVT: #201224 810101
00:04:37.269|Info    |PLWKAREA|172@R               |Job #38 completed successfully in 0.00:00:01.672
00:04:37.269|Info    |PLWKAREA|172@R               |Job #39 begin
00:04:37.269|Info    |PLMASTER|192.168.70.253      |CMD: lr2107890101
00:04:37.691|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:04:39.832|Info    |PLMASTER|192.168.70.253      |EVT: #210789 810101
00:04:39.832|Info    |PLWKAREA|172@R               |Job #39 completed successfully in 0.00:00:02.562
00:04:39.832|Info    |PLWKAREA|172@R               |Job #40 begin
00:04:39.848|Info    |PLMASTER|192.168.70.253      |CMD: lr2109130101
00:04:40.254|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:04:45.727|Info    |PLMASTER|192.168.70.253      |EVT: #210913 810101
00:04:45.727|Info    |PLWKAREA|172@R               |Job #40 completed successfully in 0.00:00:05.895
00:04:45.727|Info    |PLWKAREA|172@R               |Job #41 begin
00:04:45.743|Info    |PLMASTER|192.168.70.253      |CMD: lr2018300101
00:04:46.150|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:04:48.510|Warning |PLWKAREA|172@G               |Job #33 timeout
00:04:48.510|Info    |PLMASTER|192.168.70.253      |CMD: ng210766
00:04:48.916|Info    |PLMASTER|192.168.70.253      |RSP: 100001
00:04:56.307|Info    |PLTAGDIA|192.168.70.253      |Tag diagnostic process start on tag 200961
00:04:56.307|Info    |PLMASTER|192.168.70.253      |Enable connection (Sender = P2LightTagDiagnostic, Exclusive = False, Interruptible = True, AwakeMode = False): Result = True
00:04:56.307|Info    |PLMASTER|192.168.70.253      |CMD: bp200961
00:04:56.729|Info    |PLMASTER|192.168.70.253      |RSP: 000343
00:04:56.916|Info    |PLMASTER|192.168.70.253      |CMD: rs200961
00:04:57.323|Info    |PLMASTER|192.168.70.253      |RSP: 0000D3 1BAC
00:04:57.338|Info    |PLMASTER|192.168.70.253      |Disable connection (Sender = P2LightTagDiagnostic): Result = True
00:04:57.338|Info    |PLTAGDIA|192.168.70.253      |Tag diagnostic process completed on tag 200961: Ok (Voltage = 3.43, Rssi = -61)
00:05:01.855|Info    |PLMASTER|192.168.70.253      |EVT: #201830 810101
00:05:01.855|Info    |PLWKAREA|172@R               |Job #41 completed successfully in 0.00:00:16.127
00:05:01.855|Info    |PLWKAREA|172@R               |Job #42 begin
00:05:01.886|Info    |PLMASTER|192.168.70.253      |CMD: lr2108220101
00:05:02.292|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:05:05.372|Info    |PLMASTER|192.168.70.253      |EVT: #210822 810101
00:05:05.372|Info    |PLWKAREA|172@R               |Job #42 completed successfully in 0.00:00:03.516
00:05:05.372|Info    |PLWKAREA|172@R               |Job #43 begin
00:05:05.387|Info    |PLMASTER|192.168.70.253      |CMD: lr2104170101
00:05:05.794|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:05:09.655|Info    |PLMASTER|192.168.70.253      |EVT: #210417 810101
00:05:09.670|Info    |PLWKAREA|172@R               |Job #43 completed successfully in 0.00:00:04.298
00:05:09.670|Info    |PLWKAREA|172@R               |Job #44 begin
00:05:09.686|Info    |PLMASTER|192.168.70.253      |CMD: lr2018340101
00:05:10.092|Info    |PLMASTER|192.168.70.253      |RSP: 23
00:05:14.670|Info    |PLMASTER|192.168.70.253      |EVT: #201834 A10101
00:05:14.670|Info    |PLWKAREA|172@R               |Job #44 completed successfully in 0.00:00:05.000
00:05:14.670|Info    |PLWKAREA|172@R               |Job #45 begin
00:05:14.686|Info    |PLMASTER|192.168.70.253      |CMD: lr3004390201
00:05:15.155|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:05:27.712|Info    |PLMASTER|192.168.70.253      |CMD: ka
00:05:27.728|Info    |PLMASTER|192.168.70.253      |RSP: 40
00:05:33.260|Info    |PLMASTER|192.168.70.253      |EVT: #300439 810202
00:05:33.276|Info    |PLWKAREA|172@R               |Job #45 completed successfully in 0.00:00:18.605
00:05:33.276|Info    |PLWKAREA|172@R               |Job #46 begin
00:05:33.308|Info    |PLMASTER|192.168.70.253      |CMD: lr2105020101
00:05:33.729|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:05:47.733|Info    |PLMASTER|192.168.70.253      |CMD: ka
00:05:47.748|Info    |PLMASTER|192.168.70.253      |RSP: 40
00:05:54.471|Info    |PLMASTER|192.168.70.253      |EVT: #210502 810101
00:05:54.471|Info    |PLWKAREA|172@R               |Job #46 completed successfully in 0.00:00:21.194
00:05:54.471|Info    |PLWKAREA|172@R               |Job #47 begin
00:05:54.487|Info    |PLMASTER|192.168.70.253      |CMD: lr3001810201
00:05:54.940|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:05:57.346|Info    |PLTAGDIA|192.168.70.253      |Tag diagnostic process start on tag 200964
00:05:57.346|Info    |PLMASTER|192.168.70.253      |Enable connection (Sender = P2LightTagDiagnostic, Exclusive = False, Interruptible = True, AwakeMode = False): Result = True
00:05:57.346|Info    |PLMASTER|192.168.70.253      |CMD: bp200964
00:05:57.768|Info    |PLMASTER|192.168.70.253      |RSP: 000341
00:05:57.956|Info    |PLMASTER|192.168.70.253      |CMD: rs200964
00:05:58.362|Info    |PLMASTER|192.168.70.253      |RSP: 0000FB 11AD
00:05:58.362|Info    |PLMASTER|192.168.70.253      |Disable connection (Sender = P2LightTagDiagnostic): Result = True
00:05:58.362|Info    |PLTAGDIA|192.168.70.253      |Tag diagnostic process completed on tag 200964: Ok (Voltage = 3.41, Rssi = -66)
00:06:17.771|Info    |PLMASTER|192.168.70.253      |CMD: ka
00:06:17.802|Info    |PLMASTER|192.168.70.253      |RSP: 40
00:06:24.414|Info    |PLMASTER|192.168.70.253      |EVT: #300181 810202
00:06:24.429|Info    |PLWKAREA|172@R               |Job #47 completed successfully in 0.00:00:29.958
00:06:24.429|Info    |PLWKAREA|172@R               |Job #48 begin
00:06:24.445|Info    |PLMASTER|192.168.70.253      |CMD: lr3010010201
00:06:24.898|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:06:27.306|Info    |PLMASTER|192.168.70.253      |EVT: #301001 810202
00:06:27.337|Info    |PLWKAREA|172@R               |Job #48 completed successfully in 0.00:00:02.907
00:06:27.337|Info    |PLWKAREA|172@R               |Job #49 begin
00:06:27.353|Info    |PLMASTER|192.168.70.253      |CMD: lr2105200101
00:06:27.759|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:06:37.201|Info    |PLMASTER|192.168.70.253      |EVT: #210520 810101
00:06:37.201|Info    |PLWKAREA|172@R               |Job #49 completed successfully in 0.00:00:09.864
00:06:37.201|Info    |PLWKAREA|172@R               |Job #50 begin
00:06:37.217|Info    |PLMASTER|192.168.70.253      |CMD: lr2110760101
00:06:37.639|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:06:43.797|Info    |PLMASTER|192.168.70.253      |EVT: #211076 810101
00:06:43.813|Info    |PLWKAREA|172@R               |Job #50 completed successfully in 0.00:00:06.611
00:06:43.813|Info    |PLWKAREA|172@R               |Job #51 begin
00:06:43.828|Info    |PLMASTER|192.168.70.253      |CMD: lr3005220201
00:06:44.281|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:06:46.954|Info    |PLMASTER|192.168.70.253      |EVT: #300522 810202
00:06:46.954|Info    |PLWKAREA|172@R               |Job #51 completed successfully in 0.00:00:03.141
00:06:46.954|Info    |PLWKAREA|172@R               |Job #52 begin
00:06:46.970|Info    |PLMASTER|192.168.70.253      |CMD: lr2109700101
00:06:47.376|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:06:49.439|Info    |PLMASTER|192.168.70.253      |EVT: #210970 810101
00:06:49.439|Info    |PLWKAREA|172@R               |Job #52 completed successfully in 0.00:00:02.484
00:06:49.439|Info    |PLWKAREA|172@R               |Job #53 begin
00:06:49.455|Info    |PLMASTER|192.168.70.253      |CMD: lr3010220201
00:06:49.924|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:07:07.848|Info    |PLMASTER|192.168.70.253      |CMD: ka
00:07:07.880|Info    |PLMASTER|192.168.70.253      |RSP: 40
00:07:17.881|Info    |PLMASTER|192.168.70.253      |CMD: ka
00:07:17.913|Info    |PLMASTER|192.168.70.253      |RSP: 40
00:07:26.258|Info    |PLMASTER|192.168.70.253      |EVT: #301022 810202
00:07:26.258|Info    |PLWKAREA|172@R               |Job #53 completed successfully in 0.00:00:36.819
00:07:26.274|Info    |PLWKAREA|172@R               |Job #54 begin
00:07:26.290|Info    |PLMASTER|192.168.70.253      |CMD: lr2109410101
00:07:26.696|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:07:30.760|Info    |PLMASTER|192.168.70.253      |EVT: #210941 810101
00:07:30.775|Info    |PLWKAREA|172@R               |Job #54 completed successfully in 0.00:00:04.501
00:07:30.775|Info    |PLWKAREA|172@R               |Job #55 begin
00:07:30.791|Info    |PLMASTER|192.168.70.253      |CMD: lr2009610101
00:07:31.197|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:07:38.698|Info    |PLMASTER|192.168.70.253      |EVT: #200961 810101
00:07:38.698|Info    |PLWKAREA|172@R               |Job #55 completed successfully in 0.00:00:07.922
00:07:38.698|Info    |PLWKAREA|172@R               |Job #56 begin
00:07:38.714|Info    |PLMASTER|192.168.70.253      |CMD: lr2010450101
00:07:39.136|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:07:41.370|Info    |PLMASTER|192.168.70.253      |EVT: #201045 810101
00:07:41.386|Info    |PLWKAREA|172@R               |Job #56 completed successfully in 0.00:00:02.687
00:07:41.386|Info    |PLWKAREA|172@R               |Job #57 begin
00:07:41.464|Info    |PLMASTER|192.168.70.253      |CMD: lr2014420101
00:07:41.870|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:07:48.949|Info    |PLMASTER|192.168.70.253      |EVT: #201442 810101
00:07:48.949|Info    |PLWKAREA|172@R               |Job #57 completed successfully in 0.00:00:07.563
00:07:48.965|Info    |PLWKAREA|172@R               |Job #58 begin
00:07:48.965|Info    |PLMASTER|192.168.70.253      |CMD: lr2011530101
00:07:49.387|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:07:52.231|Info    |PLMASTER|192.168.70.253      |EVT: #201153 810101
00:07:52.231|Info    |PLWKAREA|172@R               |Job #58 completed successfully in 0.00:00:03.265
00:07:52.231|Info    |PLWKAREA|172@R               |Job #59 begin
00:07:52.246|Info    |PLMASTER|192.168.70.253      |CMD: lr2205050101
00:07:52.652|Info    |PLMASTER|192.168.70.253      |RSP: 23
00:08:05.781|Info    |PLMASTER|192.168.70.253      |EVT: #220505 A10101
00:08:05.781|Info    |PLWKAREA|172@R               |Job #59 completed successfully in 0.00:00:13.550
00:08:05.781|Info    |PLWKAREA|172@R               |Job #60 begin
00:08:05.796|Info    |PLMASTER|192.168.70.253      |CMD: lr3010460201
00:08:06.249|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:08:07.547|Info    |PLMASTER|192.168.70.253      |EVT: #301046 810202
00:08:07.547|Info    |PLWKAREA|172@R               |Job #60 completed successfully in 0.00:00:01.765
00:08:07.547|Info    |PLWKAREA|172@R               |Job #61 begin
00:08:07.562|Info    |PLMASTER|192.168.70.253      |CMD: lr2103190101
00:08:07.984|Info    |PLMASTER|192.168.70.253      |RSP: 23
00:08:12.734|Info    |PLMASTER|192.168.70.253      |EVT: #210319 A10101
00:08:12.734|Info    |PLWKAREA|172@R               |Job #61 completed successfully in 0.00:00:05.187
00:08:12.734|Info    |PLWKAREA|172@R               |Job #62 begin
00:08:12.750|Info    |PLMASTER|192.168.70.253      |CMD: lr2014720101
00:08:13.297|Info    |PLMASTER|192.168.70.253      |RSP: 80
00:08:13.906|Info    |PLMASTER|192.168.70.253      |CMD: lr2014720101
00:08:14.313|Info    |PLMASTER|192.168.70.253      |RSP: 23
00:08:16.548|Info    |PLMASTER|192.168.70.253      |EVT: #201472 A10101
00:08:16.548|Info    |PLWKAREA|172@R               |Job #62 completed successfully in 0.00:00:03.813
00:08:16.548|Info    |PLWKAREA|172@R               |Job #63 begin
00:08:16.563|Info    |PLMASTER|192.168.70.253      |CMD: lr3002710201
00:08:17.032|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:08:22.643|Info    |PLMASTER|192.168.70.253      |EVT: #300271 810202
00:08:22.658|Info    |PLWKAREA|172@R               |Job #63 completed successfully in 0.00:00:06.110
00:08:22.658|Info    |PLWKAREA|172@R               |Job #64 begin
00:08:22.674|Info    |PLMASTER|192.168.70.253      |CMD: lr2009370101
00:08:23.080|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:08:24.299|Info    |PLMASTER|192.168.70.253      |EVT: #200937 810101
00:08:24.315|Info    |PLWKAREA|172@R               |Job #64 completed successfully in 0.00:00:01.656
00:08:24.315|Info    |PLWKAREA|172@R               |Job #65 begin
00:08:24.315|Info    |PLMASTER|192.168.70.253      |CMD: lr2013460101
00:08:24.737|Info    |PLMASTER|192.168.70.253      |RSP: 03
00:08:35.786|Info    |PLMASTER|192.168.70.253      |EVT: #201346 810101
00:08:35.786|Info    |PLWKAREA|172@R               |Job #65 completed successfully in 0.00:00:11.471
00:08:35.786|Info    |PLWKAREA|172@R               |Kit #00000710 "4010133" completed successfully in 0.00:19:50.568
00:08:35.786|Info    |PLWKAREA|172@R               |Kit outcome ProcessingTime = "0.00:19:50.568", StartTimestamp = "2026-04-29 21:48:45.217 UTC", EndTimestamp = "2026-04-29 22:08:35.786 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #0: ProcessingTime = "0.00:00:41.373", MissingPart = "False", QtyDone = "4", StartTimestamp = "2026-04-29 21:48:45.342 UTC", EndTimestamp = "2026-04-29 21:49:26.715 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #1: ProcessingTime = "0.00:00:05.142", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:49:26.715 UTC", EndTimestamp = "2026-04-29 21:49:31.858 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #2: ProcessingTime = "0.00:00:13.862", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:49:31.858 UTC", EndTimestamp = "2026-04-29 21:49:45.72 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #3: ProcessingTime = "0.00:00:07.204", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:49:45.72 UTC", EndTimestamp = "2026-04-29 21:49:52.924 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #4: ProcessingTime = "0.00:00:03.312", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:49:52.924 UTC", EndTimestamp = "2026-04-29 21:49:56.237 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #5: ProcessingTime = "0.00:00:05.829", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:49:56.253 UTC", EndTimestamp = "2026-04-29 21:50:02.083 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #6: ProcessingTime = "0.00:00:02.905", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:50:02.083 UTC", EndTimestamp = "2026-04-29 21:50:04.989 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #7: ProcessingTime = "0.00:00:08.204", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:50:04.989 UTC", EndTimestamp = "2026-04-29 21:50:13.193 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #8: ProcessingTime = "0.00:00:29.007", MissingPart = "False", QtyDone = "4", StartTimestamp = "2026-04-29 21:50:13.193 UTC", EndTimestamp = "2026-04-29 21:50:42.2 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #9: ProcessingTime = "0.00:00:09.862", MissingPart = "False", QtyDone = "2", StartTimestamp = "2026-04-29 21:50:42.2 UTC", EndTimestamp = "2026-04-29 21:50:52.063 UTC"
00:08:35.786|Info    |PLWKAREA|172@R               |Job outcome #10: ProcessingTime = "0.00:00:02.235", MissingPart = "False", QtyDone = "1", StartTimestamp = "2026-04-29 21:50:52.063 UTC", EndTimestamp = "2026-04-29 21:50:54.298 UTC"
